actual	greedy	beam_search	greedy_wer	greedy_cer	beam_search_wer	beam_search_cer
webprint concepts also sued landmark media investments	whe print consepts also sold lent mag mer inosmints	we print concepts also lent mag mere names	1.1428571428571428	0.3148148148148148	0.8571428571428571	0.3888888888888889
another of snowdonia's famous inhabitants is the snowdon or rainbow beetle	an masere of shiinor donas famas inhabitancs is stoe snoddon orwan bol beitel	and muse of snowdon as famous inhabitants is to snowdon or an old bill	1.0	0.35135135135135137	0.7272727272727273	0.25675675675675674
it is affiliated majorly by sing tao chinese radio in cantonese	it is afineted mondrolty by sintfelle chine as rado in cuntanis	it is a fine manly by sin the chin as read in contents	0.6363636363636364	0.36507936507936506	0.8181818181818182	0.3492063492063492
king relies on quick strikes good movement and a very good view on punishment	cing relies on crekxs triges gold moarsment and a very gld ve on punishment	king relies on restores good moment and a very good view on punishment	0.5	0.2077922077922078	0.21428571428571427	0.14285714285714285
the new word is commonly a novel combination of existing roots	the kne word has camonly an nolt le conmbanation of it distin rotts	the new word as commonly an not a combination of its distant roots	0.9090909090909091	0.3064516129032258	0.5454545454545454	0.1935483870967742
it was founded by t m a pai upendra pai and vaman kudva	it was founded by team y piy beprientrepiy and vamn coudiva	it was founded by team open trap and van could	0.6153846153846154	0.32727272727272727	0.6153846153846154	0.36363636363636365
the building has been profiled on the television show rock junket	the blldene has ben proffound arnde tolevisinso rogk jgunk cet	the burden has been profound one slain rouge junket	0.8181818181818182	0.35384615384615387	0.6363636363636364	0.38461538461538464
both these writers regard the hawk as the totem of the royal clan	both thes riters regarded the haogk as the totam of the roal clan	both these writers regarded the shock as the total of the royal clan	0.46153846153846156	0.12307692307692308	0.23076923076923078	0.1076923076923077
the deity appears as a comely youth beloved by aphrodite	the deaaty appeers as a caomely yth beloved by afredity	the deity appears as a comely youth beloved by aridity	0.5	0.17857142857142858	0.1	0.07142857142857142
the people stood in the court with much reverence and fear	the purplstort in the cout with mash reverancs and fere	the people stood in the court with mash reverence and fear	0.5454545454545454	0.22413793103448276	0.09090909090909091	0.034482758620689655
ramos attended the montgomery college	rammos atended them mont gumary colege	ramos attended them montgomery college	1.2	0.1891891891891892	0.2	0.02702702702702703
octagonal's major race winners include	ok te gan als madgser ra winears and clod	then as major ray winners and cold	1.8	0.5263157894736842	1.0	0.42105263157894735
many were no longer active and their union memberships had expired	maney we know longere ative aen bay unoan memberish wiadeid	many were no longer active and by union members	1.0	0.4090909090909091	0.36363636363636365	0.3181818181818182
the dylan version always stayed with me	tha d lern foushine or rs bead with meere	the learned fashion or with me	1.1428571428571428	0.5641025641025641	0.5714285714285714	0.5641025641025641
twice has she condescended to give me her opinion unasked too	tas as she crownd densended to give me ar opening an unmassked d	as she condescended to give me an opening an unmasked	0.8181818181818182	0.3770491803278688	0.5454545454545454	0.32786885245901637
tim kunin vice president of curtis squire is managing partner for red river broadcasting	sime can envre president of cutters squere is managin paginof al redy revubored custon	i can invite president of course is managing pain of red red custom	0.7857142857142857	0.375	0.6428571428571429	0.38636363636363635
this tunnel replaced a rail line that once crossed the lake on the surface	this tinmont replae ar rat lang by the wans crosed a lak ond the sarfa	this to replace a rattling by the wands crossed a lake on the surface	0.9285714285714286	0.40540540540540543	0.5	0.2972972972972973
for many imperial officers life could be comfortable	for meaney empiiriall offisears life cold be comhtrbale	for many imperial officers life could be controlled	0.625	0.25	0.125	0.1346153846153846
the autonomy of the indians was eroded by the dismantling of their lands	the rltrnome offthe indans wrth erorded bi deid ins men haging off thea ar lands	the astronomy of the indians with erred by dandies men hanging off the lands	1.0	0.3611111111111111	0.6153846153846154	0.3055555555555556
the kit comes with two new battery covers one black and one silver	sere cit coms restoing yore battry covares one black and on siover	see it comes restoring your battery covers one black and one silver	0.7692307692307693	0.3181818181818182	0.38461538461538464	0.22727272727272727
she therefore publicly declared that sima wei had falsely issued the edict	she therefore poublictly declared that semaway had forstoly ishoued ther edigt	she therefore publicly declared that sea way had for sole issued the edge	0.5833333333333334	0.1891891891891892	0.4166666666666667	0.16216216216216217
because of this some authors have suggested the alternative name majorityp	becas of tthis some others have sadges theat the alternitive named magorit pe	because of this some others have sages that the alternative name marie	0.8181818181818182	0.22972972972972974	0.36363636363636365	0.1891891891891892
the celts also expanded down the danube river and its tributaries	their slts ols expended lu the danobriva and his chibtaris	the salt is expended to the donor and his horse	0.8181818181818182	0.3384615384615385	0.7272727272727273	0.46153846153846156
the rcolored vowels in documentary and complimentary follow suit	the ar colered vowles indouc cimentry and conplementry folows st	they are colored vowels in documentary and complementary frost	0.8888888888888888	0.28125	0.6666666666666666	0.1875
raptors and badgers were the primary causes of mortality	a uptusan mbagass wile the pemila cososs of mrtai chee	artisan bags while the perilous of mortal there	0.8888888888888888	0.5178571428571429	0.8888888888888888	0.48214285714285715
his poetry is written both in chuvash and in russian	his pyetry is toretearned oarts in juovash an in rassh hand	his poetry is returned as in vice and in rash hand	0.7	0.4230769230769231	0.5	0.38461538461538464
there is a roof balustrade and a largish octagonal cupola	ther is a wre bolals trap and the ladgus olktugonol coporla	there is a bolus trap and the ladies octagonal copra	0.8	0.40350877192982454	0.5	0.3333333333333333
kanab is located on the western colorado plateau	canob is located on the western cniradoal plattu	canoe is located on the western canada	0.375	0.1875	0.375	0.3125
she convinced her father to sign a nudity waiver to play a dominatrix	sher conveed theher fatherts wos slead am dete ovea sor ply eominetric	she conveyed the fathers house at vera so eminent	1.0	0.463768115942029	0.9230769230769231	0.5217391304347826
at one time this was the premiere shopping destination in vancouver	at wone time this was de primmirs shoping destinatian in vancova	at one time this was de primmins shopping destination in vancouver	0.5454545454545454	0.1791044776119403	0.18181818181818182	0.1044776119402985
he knows that the time of her mourning is over	he knows that ded time ove her moarning is avra	he knows that the time of her mourning is over	0.4	0.1956521739130435	0.0	0.0
maori then rescued some of the survivors from bismarck after the battleship sank	maory then resued some of the surviveurs from beis marke after the batl ship sanke	mary then rescued some of the survivors from bismarck after the battleship sank	0.6153846153846154	0.1375	0.07692307692307693	0.025
the key feature is the existence of two thermocouples connected to a voltmeter	the cey feacers is the exsistencse of te tamare coples crnacie to a vlt matter	the feathers is the existence of the tame couples cenci to a volt meter	0.6923076923076923	0.2948717948717949	0.6153846153846154	0.2692307692307692
in britain the stepdown primary is wired phasephase	ind pretained thas teptan primary is wite fased fas	and retained the teton primary is white faced	0.875	0.37254901960784315	0.625	0.4117647058823529
fitzgibbon later achieved the rank of apothecary	frids gubn leter at ciet sa rank off apaete co	fred's gun letter at the rank of pete	1.2857142857142858	0.5208333333333334	0.7142857142857143	0.5
bids arrived from companies in new york baltimore philadelphia newark new orleans and richmond	bit arive frome companes in n yard altinmare we lag doleffea nor oraugk nor alent and righ mon	it arrived from companies in a liar does nor age nor lent and rich man	1.1428571428571428	0.4148936170212766	0.7142857142857143	0.44680851063829785
the president of the civil war trust is o james lighthizer	sir prisen of the sivl wre trust is ol gemnsligke hayver	sir prison of the civil war trust is a gem like her	0.6363636363636364	0.3793103448275862	0.5454545454545454	0.3103448275862069
this was done to get around an apple patent on pulldown menus	this was dan to gether round in ay pol pare of patent an pol douns mnoste	this was done to gather round in a pair of patent an old done man	1.0	0.4262295081967213	0.8333333333333334	0.3770491803278688
the contest presented a new and exciting experience for all competing sweet adelines	the fanthas presented an nre and eating arme fore al complionled of delit	the fun has presented an r and eating arm for all completion of delight	0.7692307692307693	0.4166666666666667	0.6923076923076923	0.39285714285714285
reindeer are controlled by a great spirit who resides in a cave	reende ar controld bi a grat spirit foe resides in a cave	reindeer are controlled by a great spirit for resides in a cave	0.5	0.1746031746031746	0.08333333333333333	0.047619047619047616
he was raised jewish but later became an atheist	he wrs raised juech but layte arpecam naithiist	he was raised eh but late rickman athirst	0.6666666666666666	0.3125	0.5555555555555556	0.25
the two films appear to have been released on a double feature	the ver tmoflines apeared to have bindilisd an adoble fitur	ever time flies appeared to have been set on a double feature	0.75	0.41935483870967744	0.4166666666666667	0.27419354838709675
it was formerly said in jest epping  the center of the universe	it was frmany sead in gest eping the senter of the univer	it was from mary said in jest epping the center of the univ	0.5	0.19047619047619047	0.25	0.15873015873015872
there is another decorated gothic window on the south side of the nave	the is anothere the carited gotheic windo on the soth ad of the ln	there is another the carved gothic window on the south side of the line	0.6923076923076923	0.2571428571428571	0.23076923076923078	0.12857142857142856
he begins by examining british attitudes toward its erstwhile colony	hedebigins by esamaning british aptitud to adts its es to wl curlon	he begins by examining british attitude towards it as well alone	1.0	0.3088235294117647	0.6	0.17647058823529413
the player has to take care of population growth and various socioeconomic balances	the ple has to take care of populasion grth and vvrious to sho econoamet balantes	the place has to take care of population growth and rose to show economy balances	0.6153846153846154	0.1927710843373494	0.38461538461538464	0.18072289156626506
rajib played well yesterday	rageb plad vir yesterdey	rab lad very yesterday	1.0	0.3333333333333333	0.75	0.2962962962962963
merrick is instrumental in her recovery	wreck ess as troed tay and hert ofcalare	work is as true and heart of care	1.3333333333333333	0.5897435897435898	1.1666666666666667	0.6153846153846154
he also lost his position as a stenographer at the parliament of norway	he also losetd his posistion as a sthenorgrafr af the arliment of nori	he also lost his position as a stenographer of the aliment of nora	0.46153846153846156	0.19718309859154928	0.23076923076923078	0.09859154929577464
not all birmingham dribblers are victorian antiques	noat al bermn hanme drieplares arfe corian exle	not all burnham rulers are torn	1.1428571428571428	0.43137254901960786	0.5714285714285714	0.43137254901960786
the united states postal service operates the potosi post office	the yunited stats posstoals serveis oprates soe portose pls the offis	the united states postal serves operates so to the office	1.0	0.296875	0.4	0.21875
david's cousin dessie brown is secretary of coleraine football club	diritse cusin beisy broun is secretary ofe couloraine fold blclab	it's cousin bessie brown is secretary of loraine would blab	0.8	0.31343283582089554	0.5	0.23880597014925373
he did not make any furniture his designs were produced by professional cabinet makers	he did not mak any finicha ius thes ans we a produse by a proffesionaol covinet meters	he did not make any finishes the ants were produced by a professional cabinet makers	0.8571428571428571	0.3023255813953488	0.2857142857142857	0.18604651162790697
they then turned east and headed towards norway	thay then tend iste and haedded to ass ainor way	hay then tend is and handed to us in norway	1.0	0.3191489361702128	0.875	0.3404255319148936
smith was closely allied with his brother maryland senator samuel smith	smith was closely alide with his brothere mrin senater samioale smith	smith was closely allied with his brother marin senator samuel smith	0.45454545454545453	0.19718309859154928	0.09090909090909091	0.056338028169014086
one must be an active instructor and be awarded the rank by kubota	one mos bet ected with sarcter and veora deat dealingh by qobeta	one must be acted with carter and trade dealing by colbert	0.7692307692307693	0.5	0.6153846153846154	0.5
the outcome of this is still awaited	the ap co oftes as thei boy teid	the notes as the boy said	1.0	0.5	0.8571428571428571	0.6111111111111112
the character was well received because of maggie's excellent portrayal of connie chan	the careacter was wele reseved becas ofe magis exilent portrl of cony charman	the carter was well received because of his excellent portrayal of cony charmian	0.7692307692307693	0.26744186046511625	0.3076923076923077	0.18604651162790697
hardwick practiced law and then entered politics with the support of thomas e watson	had we petis lo an then he and tad uiltixs wittesa it of tomas e wrtsan	had we practise and then he and tad whites of thomas warton	0.9285714285714286	0.44047619047619047	0.7142857142857143	0.4642857142857143
maximum parsimony is a very simple approach and is popular for this reason	maxcimonme pus sermane is a very simpl appoch and is populare fore this reasan	maimon sermon is a very simple approach and is popular for this reason	0.6153846153846154	0.22972972972972974	0.15384615384615385	0.10810810810810811
the germans evacuated the camp but hinton feigning sickness remained behind	the gemarsi bouk rita deo come baut hentern feane and sick nes remained be hind	the ears are come but hinton famine and sickness remained behind	1.1818181818181819	0.4	0.5454545454545454	0.32
meanwhile keo's role changed again becoming a backing vocalist and live multiinstrumentalist	men whil cales rold chant ain becaming a bicinfol costn lefe maltins to mintais	mean while calls rolled chant in becoming a blindfold costan left motions to maintain	1.0833333333333333	0.391304347826087	1.0	0.43478260869565216
if the special litigation committee makes a required showing the case will be dismissed	if the speshol levigation comity maxs a recart shoing thecase ol be dismised	if the special legation come make a record showing the case be dismissed	0.7142857142857143	0.25287356321839083	0.35714285714285715	0.20689655172413793
it was renamed the capital fair	it was theronamed to de cipit salifre	it was the name of de lisle	0.8333333333333334	0.45161290322580644	0.8333333333333334	0.5806451612903226
in chart listings it was usually referred to as too drunk to	in chart lestrins it was yuwser reford to asistd dronk t	in charleston it was youse refer to assist don t	0.5833333333333334	0.3	0.6666666666666666	0.38333333333333336
the main character is jumbo junior a semianthropomorphic elephant who is cruelly nicknamed dumbo	the mane carter is gombo gunur as semy antherow polmorfick elifent wh is cruly nicke named dumbo	the man carter is jumbo nor as semi anther poor ellen who is truly nick named dumb	0.9285714285714286	0.3020833333333333	0.8571428571428571	0.2708333333333333
the boat is built in both open cockpit and cuddy cabin configurations	sere blt is bilt in bok open a cofret and cuticab in contragaracions	sir it is built in open court and utica in contrariness	0.75	0.34782608695652173	0.5833333333333334	0.42028985507246375
the chinese embassy in london called the cables pure fabrication and fake news	the chineys ambesiy in londan colldok carbles piuorefabrecacion and fitnes	the chinese ambers in london code cables pure fabrication and fitness	0.7692307692307693	0.2948717948717949	0.38461538461538464	0.20512820512820512
he was employed by hoover as a financial controller before entering parliament	he waus emplyed by hover as ay fin nanchoal controlear befre entering parliment	he was employed by over as a financial controllers before entering parliament	0.75	0.15384615384615385	0.16666666666666666	0.038461538461538464
this reaction is closely related to olefin metathesis	this ryaxtion s closly related to llef and mat tathoasis	this reaction is closely related to ale and meat tattoos	0.875	0.24528301886792453	0.5	0.20754716981132076
the warrior who has slain a man in the battle is unclean	the walriyare who has slamne a man in the battle is un clean	the warder who has slain a man in the battle is unclean	0.3333333333333333	0.125	0.08333333333333333	0.05357142857142857
as far as it is known palmgren never produced the other one	as far es itt is none hamegreenenevere proudgust the uder won	as far as it is none more never roused the dean	0.6666666666666666	0.3559322033898305	0.4166666666666667	0.3050847457627119
farther to the east is the mare australe	fiether touo the est is theire mowe as to lay	farther to the east is the more as to lay	1.0	0.4	0.5	0.175
rodrigo prieto was born in mexico city mexico	radrgll priett was born in mexico sad mexicow	rodrigo priest was born in mexico said mexico	0.5	0.2222222222222222	0.25	0.13333333333333333
these performance interns also have the opportunity to appear in mainstage productions	thes performencs in terns also have the opertuoneaty to apeer and main stage predauctans	these performances in turns also have the opportunity to appear and main stage productions	0.8333333333333334	0.20930232558139536	0.5	0.06976744186046512
in addition small traces of other compounds are also formed in the reaction	in addicion smal trases of aa compouncs ar also fomed t indoraection	in addition small traces of compounds are also formed to indirection	0.7692307692307693	0.25333333333333335	0.3076923076923077	0.17333333333333334
after his release he set about a programme of reorganisation	after hisude louse his set abag a procleme offhary or canaisishe	after his lost his seat but a problem or organs is she	0.8	0.45	0.9	0.4166666666666667
gods are not restricted to definite departments of nature	s andera enst wr te infil thei wut met both page	and if they met both page	1.2222222222222223	0.6842105263157895	1.0	0.7543859649122807
she took the name in religion of mary of the conception	shey tok theim indrice ind of marly of the onset shan	she took them in rich and of many of the insects	0.8181818181818182	0.38181818181818183	0.5454545454545454	0.34545454545454546
hinderton hall is constructed in coursed rockfaced sandstone with ashlar quoins and dressings	he n the trime hal dis constucted in cousp arok fitd santearn with ashla cuinsand drisins	when the time hal is constructed in stroke fit saunter with ashlar consent raisins	1.1538461538461537	0.3655913978494624	0.7692307692307693	0.41935483870967744
universal algebra abstractly studies such objects	yuniversoal olgrbr abstractly studes such ojects	universal labor abstractly studies such objects	0.6666666666666666	0.14285714285714285	0.16666666666666666	0.10204081632653061
this was an idea discussed in europe and america in the eighteenth century	this swas eny iy deare descussed in rob en amefica in the atinth coanchre	this was an de discussed in rob in america in the attaint anchor	0.7692307692307693	0.35135135135135137	0.38461538461538464	0.28378378378378377
cordero is the father of five children	rderiys theire flatow its hildren	orders there to its children	1.0	0.47368421052631576	0.8571428571428571	0.39473684210526316
nonnuclear national security and defense development is also a priority at the lab	none e e finish no siecruit and difrnc to gudin is also prerdittat belovf	none finish no secret and defiant grin is also printed below	1.0769230769230769	0.5365853658536586	0.8461538461538461	0.5365853658536586
he also scored goals against west ham united olympiacos and derby county	he also sared t gals agaenet vesd hame united alempecos and derbe county	he also shared goals against vest ham united alembics and derby county	0.6666666666666666	0.20833333333333334	0.25	0.1111111111111111
the nearest railway station is newbury	th nearist rlway stacion is nobry	the nearest railway station is no barry	0.8333333333333334	0.21052631578947367	0.3333333333333333	0.10526315789473684
torrealba's injury was a lingering shoulder injury that was caused by overtraining	toriyldus ener was a lingaring sholder ingril batt as cosed by over traning	troilus near was a lingering sholder inari but was caused by over training	0.8333333333333334	0.2926829268292683	0.5833333333333334	0.23170731707317074
walford grew up in sydney	welfoletk gro up and seid tme	well go up and see me	1.0	0.6	1.0	0.6
the ship's crest features a horseshoe part of the city's tudor arms	her shimps crese fecurse a hos sho art of the ities tod ams	their ships prefers a house part of the arm	0.8333333333333334	0.29850746268656714	0.6666666666666666	0.44776119402985076
coal grades from lignite through to bituminous may be successfully gasified	coed gres from alik and lanat tara as a bicherminos my be sucese ful y gasify	old grads from an ant taras biche minos may be successful gaily	1.2727272727272727	0.4666666666666667	0.8181818181818182	0.4
critics point to this shift as the beginning of the phenomenon known as caesaropapism	credexs point to this shift as the begining ofe the fanomin nown as seasar opatpiisom	creeks point to this shift as the beginning of the fanning known as sesar patti isom	0.5	0.23529411764705882	0.35714285714285715	0.23529411764705882
all necessary deductions have been made on this score	al nessesery deductions have been made on this scar	all necessary deductions have been made on this score	0.3333333333333333	0.1320754716981132	0.0	0.0
joanna werner is executive producer with stuart menzies	yuor arnow worno is esecutive poulesirso with sturt menirs	or no now is executive poles with stuart miners	0.875	0.38181818181818183	0.625	0.32727272727272727
to the husbandman the harvest must be a season of joy	to the husbend mean the harvest must be as seasan ofe jy	to the husbandman the harvest must be a season of joy	0.5454545454545454	0.1320754716981132	0.0	0.0
the bulldogs are perennial contenders for state championship honors in a wide range sports	soepordos appernold contentas fore stichamponchia honos in a wite rench ports	sporus appeal contents foresti mania honors in white ranch ports	0.8571428571428571	0.36666666666666664	0.8571428571428571	0.45555555555555555
each chapel contains a pillar standing in a pair of horns	ich chapl contanes a piler astandein in a paer of horns	its chapel contains a pillar standing in a pair of horns	0.5454545454545454	0.19298245614035087	0.09090909090909091	0.07017543859649122
the bone was sticking up straight through my shoulder where i cut three ligaments	the bounus the cing ope strate thro miy sholdao war i cut frely garmment	the bones the king sate thro my shoulder was cut freely garments	0.7857142857142857	0.43209876543209874	0.7142857142857143	0.38271604938271603
osiris was perhaps conceived as a god of fertility in general	u siris was per haps conseved as a goud ofe frtillity an ganaral	sirius was perhaps conceived as a god of fertility and canal	0.9090909090909091	0.19672131147540983	0.2727272727272727	0.13114754098360656
at that very moment the king came into the hall	at that very moment the caing cam in to the hal	at that very moment the king came in to the hall	0.5	0.10638297872340426	0.2	0.02127659574468085
the basic ingredients of damper were flour water and sometimes milk	easek incidients ofe depin ppo wheere rolpa wuter and toins emty mielcke	as incidents of power of water and an empty milk	1.0	0.5373134328358209	0.7272727272727273	0.44776119402985076
the retreat is held at christian conference center	ther rethret is held at cristion confenct senter	the retreat is held a christian convent enter	0.625	0.18	0.375	0.14
some time after that it became known as canoelands	sometime afterward that became nown as canowyievans	some time afterward that became known as canadians	0.6666666666666666	0.28	0.3333333333333333	0.22
while there she had a heated discussion after the lecture with jef raskin	ilp of bebe shi had an eabe heenspent descusion of tl the ling tapon of sel risceai	she had an intent discussion of the line of sea	1.1538461538461537	0.6301369863013698	0.6923076923076923	0.5342465753424658
the buoyant force which always opposes gravity is nevertheless caused by gravity	as a bwlyant fars which alweis opales gravity is never the les cowsed by gravitiy	as a loan for which always opals gravity is never the less closed by gravity	0.9166666666666666	0.25	0.75	0.225
morita's appearance in the video spoofed his role in the karate kid	mridtas aprent in de vaddowas olfed c his rol in de caitte ce	marie as a parent and as alfred his role in a cart	0.8333333333333334	0.417910447761194	0.8333333333333334	0.4925373134328358
the crater appears oval when viewed from the earth due to foreshortening	coudedapers al rt awy veieried frome the erri to fars shartn	ours away varied from the ear to far short	0.9166666666666666	0.5277777777777778	0.8333333333333334	0.5277777777777778
he built it in a traditional persian architecture style	he belt it in at toudisonal percom i cod cectoes tie	he built it in that poison prim cold taste	0.8888888888888888	0.41818181818181815	0.5555555555555556	0.4909090909090909
after effecting electrical repairs the plane safely took off and continued to oshkosh	after afectin elletral repairs the plane safely tok of and continud to asscash	after effecting electra repairs the plane safely took off and continued to ask	0.46153846153846156	0.16470588235294117	0.15384615384615385	0.09411764705882353
only with great difficulty was the groundnut army able to plant the first nuts	only with grate dificlty was ea ground nout army able to pland the first nots	only with great difficulty was a ground not army able to plant the first notes	0.5	0.14102564102564102	0.2857142857142857	0.08974358974358974
roy was born in chennai	roy was brn in shan iy	roy was born in shan	0.6	0.2608695652173913	0.2	0.21739130434782608
he did this in order to keep his hand and aim steady	etd tit diss aen oder to cive his hand an amesag	it is in order to give his hand an ames	0.75	0.4230769230769231	0.5833333333333334	0.36538461538461536
the effigy version of my wife has slightly fairer skin	the efege vran ove miy wife has sliteliy fearer scien	the edge ran over my wife has slightly fairer skin	0.7	0.3333333333333333	0.3	0.2222222222222222
theatrical trailer shows some extra shots from this scene	dertrco trayling showed some extr shops from to sne	dentro trailing showed some extra shops from to see	0.7777777777777778	0.3333333333333333	0.6666666666666666	0.3157894736842105
leong and his family owned the soochow restaurant in los angeles	liyong and his famanly oned the schale restront in lassanilas	lion and his family and the social restraint in sandals	0.6363636363636364	0.28125	0.5454545454545454	0.28125
the current provost is sunday eje edo	decarient prorw first is sundey as i adom	decant prow first is sunday as i am	1.0	0.4864864864864865	0.8571428571428571	0.5135135135135135
she would also play as a catalyst for both starhawk and vance	shie ere also playd as a cautteles for bolstar hoak and vanc	she also played as a cattle for star he and van	0.5833333333333334	0.3114754098360656	0.5	0.3770491803278688
sweeney was born in charlestown a section of boston	sreneil was sbrn in charles town aseccioun of boustan e	rene was born in charles town a section of boston	0.7777777777777778	0.27450980392156865	0.3333333333333333	0.09803921568627451
and really he did look very like it	and rily he did lok very lak it	and really he did look very like it	0.375	0.17142857142857143	0.0	0.0
doubt in muhammad began to grow amongst the people of mecca	dou in mohamaid began to gro amongxse the peopl of mecer	in mohammad began to grow among the people of meer	0.5454545454545454	0.1864406779661017	0.36363636363636365	0.2033898305084746
sablin was a popular officer and he used this to his advantage	sablinwas a populer offissere and o heuas destrics ad vantege	sabin was a popular officer and he's district advantage	0.8333333333333334	0.3387096774193548	0.5	0.20967741935483872
composer lebo m led the original broadway chorus	complsalebul em let the originalle broud way caras	compose me let the original broadway cars	1.0	0.3125	0.625	0.20833333333333334
he was replaced by felice chiusano and the quartet renamed quartetto cetra	he was replesed by fillis to sano and a qurter twriname wrse to setthra	he was released by finis to snore and a quarter in name rise to setter	0.8333333333333334	0.36486486486486486	0.9166666666666666	0.43243243243243246
fruits are also use in making several kinds of products	forta al sow ysed and micinsevvera cinde of produt	fort also used and making several kinds of product	0.9	0.41818181818181815	0.5	0.21818181818181817
augustus treated her with great respect	or gastus reteured har with grate respect	rastus returned her with great respect	0.8333333333333334	0.3076923076923077	0.3333333333333333	0.23076923076923078
they are attached to the terminal end of fishing line by loops of brass	theay ar atussed wi theae teminaly aend of fising lined by a lops of gras	they are attuned wi the terminal and of fishing lined by loops of grass	0.8571428571428571	0.28169014084507044	0.35714285714285715	0.11267605633802817
this list contains incorporated cities towns and villages as well as censusdesignated places	desslecs contand un corportuated sitys towns or viligers as wel as sence of desagnatid pleases	dislike contend on corporate cities towns and villages as well as sense of designated places	0.9230769230769231	0.3695652173913043	0.5384615384615384	0.18478260869565216
hudbay now has operations in manitoba peru and yukon	ud bay now has opasions in manytabeaae anoca	by now his opinions in manitoba ana	0.7777777777777778	0.36538461538461536	0.6666666666666666	0.40384615384615385
salcedo desolate and grieving returned to ilocos	saleado dessillet an graving returned to i looales	she dealt in grain returned to los	0.8571428571428571	0.3125	0.7142857142857143	0.375
each card contains a humorous drawing displaying one of these items	each cat cuntens a whomaresd boing theis playn wane of bi atims	each cat contains a woman's doing this play one of his aims	0.8181818181818182	0.43283582089552236	0.6363636363636364	0.34328358208955223
foams may allow more veins to be treated per session with comparable efficacy	farmns my awe nor wrensld lre treting posechion with conparoble a ficasy	farms may nor wrens trying position with comparable case	1.0	0.4155844155844156	0.7692307692307693	0.45454545454545453
he moved to santa fe where he still lives today	he moe tors sant afr wheir he istill loves tody	he moved to santa fe where he still loves to day	0.8	0.2553191489361702	0.3	0.0425531914893617
it was arguably the first successful drama series on english canadian television	it was ar rebwies of fircicsist oar dramas seers of inglish canadioan delyvision	it was arrears of fires or masters of english canadian television	0.9166666666666666	0.3875	0.5833333333333334	0.325
whaley bridge is a civil parish with the status of a town	wil leubrit is hae savld parish foe testadis of huttaw	here is a small parish for the stages of it	0.75	0.47368421052631576	0.5833333333333334	0.42105263157894735
his stepson frank crawford armstrong did serve as brigadier general in the confederate army	anheistepsan frn coldlder amstrong did seira but ie gaved a genral into a confrid arme	steps and frank colder armstrong did sir but i gave a general into conferred arm	1.0714285714285714	0.46153846153846156	0.8571428571428571	0.38461538461538464
he uses it to animate the wooden sawhorse for jack to ride	he yousess it to animait the oldlen sow has fuljeck to readd	he uses it to animate the den so was free to read	0.5833333333333334	0.3448275862068966	0.4166666666666667	0.3103448275862069
no person may cross a bridge while his superior in rank is passing underneath	no persson mayk crouss a brege whel his souperier in ranke is pasing under neth	no person may cross a bridge while his superior in rank is passing underneath	0.7142857142857143	0.16883116883116883	0.0	0.0
he built the presbyterian church that still stands there	a bdie presbieter him cherct doscite tands thar	beside him her desire and there	1.0	0.48214285714285715	0.8888888888888888	0.625
the wangwi was a go competition used by the hanguk kiwon	ser wong wue was a gok onputiction yursed by the hangok ciewon	so we was a go on petition used by the hang on	0.7272727272727273	0.30357142857142855	0.5454545454545454	0.2857142857142857
the village is within rubicon township	the vilegeres were fen robicon taowncship	the villagers were en rubicon township	0.8333333333333334	0.34210526315789475	0.5	0.18421052631578946
the parts of a toy are then fastened together with watery clay	the parts of atoey ar then fassioned together with watery cly	the parts of a toy are then fastened together with watery clay	0.4166666666666667	0.11290322580645161	0.0	0.0
the term has been adopted as a synonym of quartiere in the italian comuni	the term has ben adopted as a seninem ove cartrier in the etalian coammoney	the term has been adopted as a sendin em over carrier in the italian common	0.42857142857142855	0.2191780821917808	0.35714285714285715	0.2054794520547945
these classifications are tropical depression tropical storm typhoon and super typhoon	these clasifications ar a tropecale deprecion tropeicale storm tifoon and soper tifon	these classifications are a tropical depression tropical storm tiffin and super tion	0.8181818181818182	0.19767441860465115	0.2727272727272727	0.12790697674418605
jordan also cohosted on reach around radio	gardan alcsoll co hale std on reche arrowne ralio	garden also co he stood on reach around radio	1.1428571428571428	0.40476190476190477	0.5714285714285714	0.19047619047619047
the geology museum covers the hudson highlands and other local geology	thedeoesimmseam covers the hutsen hilands and uther loale deowlagy	the doomsmen covers the hudson highlands and other local only	0.7272727272727273	0.2714285714285714	0.2727272727272727	0.21428571428571427
his twin brother jervis drummond also played for saprissa and the national team	his twin brother gervis dromand also playd for sapresser and the national teme	his twin brother gervis drummond also played for a presser and the national team	0.38461538461538464	0.12658227848101267	0.23076923076923078	0.0759493670886076
ipan is a united states census designated place	epan is a yunited states sensis desugnated plae	pan is a united states census designated place	0.625	0.1276595744680851	0.125	0.02127659574468085
colleges are saving money by replacing fulltime professors with adjuncts	culadus araiving maney bi replaed in foull time prootfess as with auncsharn	ladies are saving money by replaced in full time proves as with insane	1.1	0.3888888888888889	0.8	0.2916666666666667
the cost of a device is determined by its resolution and its light output	decostofoare bera is tetarnanon les resiishimncs biye arpla	rostoff is titanian estimates by art	0.9285714285714286	0.6027397260273972	0.9285714285714286	0.6986301369863014
presently the organization focuses on physical training in gymnastics and other athletics	presentlyey the organisaion fokaseas on fisical traning in geamnasstics and other atthletec	presently the organisation focuses on fiscal training in masses and other athletics	0.5833333333333334	0.19101123595505617	0.25	0.12359550561797752
